CBSA,Year,AQI
10100,2021,28.036516853932586
10140,2021,20.90684931506849
10260,2021,11.0
10300,2021,41.43788819875776
10420,2021,42.943820224719104
10500,2021,41.90056818181818
10540,2021,30.76164383561644
10580,2021,39.23287671232877
10740,2021,65.77260273972603
10780,2021,29.885245901639344
10900,2021,46.35616438356164
11020,2021,39.44345238095238
11100,2021,45.45054945054945
11140,2021,34.7469387755102
11260,2021,30.58082191780822
11460,2021,42.73150684931507
11540,2021,40.85123966942149
11620,2021,46.1849710982659
11660,2021,33.553254437869825
11700,2021,39.19178082191781
11780,2021,40.64609053497942
11900,2021,24.849557522123895
11940,2021,30.81388888888889
12020,2021,42.31780821917808
12060,2021,51.21369863013699
12100,2021,36.99723756906077
12260,2021,46.84109589041096
12300,2021,33.10655737704918
12420,2021,45.863013698630134
12540,2021,89.35068493150685
12580,2021,50.1945205479452
12620,2021,30.185595567867036
12660,2021,39.92054794520548
12780,2021,46.12463768115942
12940,2021,48.04931506849315
13020,2021,25.011019283746556
13100,2021,44.17934782608695
13140,2021,42.3041095890411
13180,2021,44.59178082191781
13380,2021,25.3302752293578
13420,2021,28.680351906158357
13460,2021,29.695890410958903
13620,2021,42.114525139664806
13740,2021,37.56764705882353
13820,2021,54.28219178082192
13860,2021,70.46027397260274
13900,2021,47.0986301369863
13980,2021,38.097765363128495
14010,2021,42.48219178082192
14020,2021,41.64931506849315
14460,2021,44.0986301369863
14500,2021,58.701369863013696
14540,2021,42.676712328767124
14580,2021,38.69041095890411
14660,2021,49.50410958904109
14700,2021,19.872340425531913
14740,2021,21.440111420612812
14860,2021,46.239669421487605
15100,2021,41.80821917808219
15180,2021,45.87397260273973
15260,2021,34.80124223602485
15380,2021,42.989041095890414
15540,2021,38.391780821917806
15580,2021,35.63835616438356
15620,2021,41.696969696969695
15700,2021,41.00547945205479
15940,2021,47.18904109589041
15980,2021,37.49589041095891
16100,2021,56.03013698630137
16180,2021,52.71780821917808
16220,2021,46.28767123287671
16260,2021,42.18082191780822
16300,2021,45.83835616438356
16500,2021,19.48546511627907
16540,2021,36.68055555555556
16580,2021,41.11506849315069
16620,2021,40.364383561643834
16700,2021,41.586301369863016
16740,2021,48.12876712328767
16820,2021,37.852777777777774
16860,2021,45.54985754985755
16940,2021,48.44230769230769
16980,2021,61.8054794520548
17020,2021,58.06849315068493
17140,2021,54.0986301369863
17200,2021,34.78356164383562
17220,2021,30.017391304347825
17300,2021,45.55068493150685
17340,2021,32.907303370786515
17380,2021,39.275
17460,2021,53.89041095890411
17540,2021,48.33698630136986
17660,2021,29.831932773109244
17780,2021,32.514044943820224
17820,2021,54.76164383561644
17860,2021,36.6204081632653
17900,2021,43.156164383561645
17980,2021,41.95342465753425
18020,2021,39.90934065934066
18140,2021,45.45205479452055
18180,2021,35.91121495327103
18260,2021,30.01685393258427
18500,2021,37.56712328767123
18580,2021,44.03021978021978
18620,2021,40.18356164383562
18700,2021,19.301369863013697
18860,2021,25.461038961038962
18880,2021,32.9041095890411
19000,2021,30.6
19100,2021,56.63835616438356
19140,2021,37.8443579766537
19260,2021,3.6865671641791047
19300,2021,35.15
19340,2021,49.66575342465753
19380,2021,47.87671232876713
19460,2021,40.40821917808219
19500,2021,44.57340720221607
19660,2021,40.602739726027394
19700,2021,22.43646408839779
19740,2021,72.21369863013699
19780,2021,41.413698630136984
19820,2021,56.605479452054794
19860,2021,40.217032967032964
19980,2021,18.639664804469273
20060,2021,28.305084745762713
20100,2021,42.07462686567164
20180,2021,33.88447653429603
20260,2021,41.41095890410959
20420,2021,50.27472527472528
20500,2021,40.06301369863014
20540,2021,32.78285714285714
20580,2021,32.19263456090651
20700,2021,37.287553648068666
20740,2021,42.011049723756905
20820,2021,37.70042194092827
20940,2021,65.8986301369863
20980,2021,37.05172413793103
21060,2021,40.13186813186813
21140,2021,41.28767123287671
21220,2021,21.753424657534246
21260,2021,25.194520547945206
21340,2021,58.99178082191781
21380,2021,20.897959183673468
21500,2021,36.06382978723404
21660,2021,46.14520547945205
21700,2021,28.063013698630137
21740,2021,11.12912087912088
21780,2021,45.71232876712329
21820,2021,47.59178082191781
21900,2021,32.27472527472528
21980,2021,46.66022099447514
22020,2021,45.03305785123967
22140,2021,51.45753424657534
22180,2021,40.25205479452055
22220,2021,44.25753424657534
22280,2021,45.7037037037037
22380,2021,48.02191780821918
22420,2021,39.821917808219176
22500,2021,36.72857142857143
22540,2021,41.19711538461539
22660,2021,61.93150684931507
22800,2021,34.71287128712871
22840,2021,36.99168975069252
22900,2021,37.73150684931507
23060,2021,44.16986301369863
23420,2021,76.81095890410958
23460,2021,36.24475524475525
23540,2021,34.9478021978022
23580,2021,36.36164383561644
23820,2021,35.484931506849314
23900,2021,44.87362637362637
23940,2021,50.05205479452055
24060,2021,51.37534246575343
24260,2021,29.69747899159664
24300,2021,46.45479452054794
24340,2021,47.583561643835615
24420,2021,37.35890410958904
24500,2021,28.413698630136988
24540,2021,58.72054794520548
24580,2021,42.21917808219178
24660,2021,40.86027397260274
24780,2021,34.52777777777778
24860,2021,45.81643835616438
25020,2021,28.74074074074074
25060,2021,42.458333333333336
25180,2021,42.637119113573405
25200,2021,26.6
25220,2021,31.71818181818182
25260,2021,70.2027397260274
25420,2021,45.68493150684932
25460,2021,36.75342465753425
25500,2021,34.730027548209364
25540,2021,44.47123287671233
25620,2021,39.48209366391185
25740,2021,48.88219178082192
25840,2021,36.31780821917808
25860,2021,41.358333333333334
25900,2021,20.92876712328767
26020,2021,45.06849315068493
26090,2021,40.714681440443215
26140,2021,35.04189944134078
26300,2021,35.391666666666666
26340,2021,10.333333333333334
26380,2021,39.20916905444126
26420,2021,61.40547945205479
26580,2021,41.95068493150685
26620,2021,41.10644257703081
26820,2021,47.942465753424656
26860,2021,40.36494252873563
26900,2021,55.14794520547945
26980,2021,41.26648351648352
27060,2021,37.11944444444445
27140,2021,44.1945205479452
27180,2021,31.758426966292134
27220,2021,48.35890410958904
27260,2021,44.728767123287675
27460,2021,39.21883656509695
27500,2021,43.53170731707317
27540,2021,35.664
27620,2021,38.46938775510204
27780,2021,43.6628895184136
27900,2021,36.55833333333333
27940,2021,19.428571428571427
27980,2021,16.04432132963989
28020,2021,44.69054441260745
28060,2021,42.37534246575343
28140,2021,52.76986301369863
28180,2021,12.934065934065934
28300,2021,37.0989010989011
28420,2021,36.205479452054796
28660,2021,45.66575342465753
28700,2021,37.93424657534246
28780,2021,38.474137931034484
28820,2021,31.486928104575163
28900,2021,56.8986301369863
28940,2021,48.99452054794521
29020,2021,41.905817174515235
29060,2021,28.29041095890411
29100,2021,39.441095890410956
29180,2021,40.30958904109589
29200,2021,42.02191780821918
29260,2021,27.651810584958216
29340,2021,44.23287671232877
29380,2021,37.26373626373626
29420,2021,20.019283746556475
29460,2021,39.775342465753425
29540,2021,53.53150684931507
29620,2021,43.59178082191781
29660,2021,56.78356164383562
29700,2021,42.320547945205476
29740,2021,64.9945205479452
29820,2021,65.58630136986301
29980,2021,27.77310924369748
30020,2021,43.879120879120876
30140,2021,43.66849315068493
30300,2021,43.52054794520548
30340,2021,31.876404494382022
30460,2021,42.04132231404959
30620,2021,39.23835616438356
30700,2021,36.43478260869565
30780,2021,48.67123287671233
30860,2021,50.87945205479452
30980,2021,34.6986301369863
31020,2021,17.323287671232876
31060,2021,10.326530612244898
31080,2021,86.73150684931507
31180,2021,25.45821325648415
31220,2021,40.699588477366255
31340,2021,26.714285714285715
31420,2021,41.81917808219178
31460,2021,63.81917808219178
31540,2021,44.12876712328767
31700,2021,37.345205479452055
31820,2021,42.44927536231884
31930,2021,38.6530612244898
32140,2021,38.693593314763234
32220,2021,41.671270718232044
32380,2021,19.466666666666665
32420,2021,34.550898203592816
32540,2021,45.486111111111114
32580,2021,46.98347107438016
32780,2021,52.93424657534246
32820,2021,47.11506849315069
32900,2021,60.31506849315068
32940,2021,30.620408163265306
33060,2021,56.16986301369863
33100,2021,46.205479452054796
33140,2021,40.81917808219178
33180,2021,44.456043956043956
33340,2021,50.56986301369863
33460,2021,49.63013698630137
33500,2021,40.03333333333333
33540,2021,58.75890410958904
33660,2021,43.2409972299169
33700,2021,66.08493150684932
33740,2021,34.911174785100286
33780,2021,24.40983606557377
33860,2021,37.82203389830509
33980,2021,35.53125
34060,2021,38.737588652482266
34100,2021,42.08936170212766
34140,2021,23.31111111111111
34180,2021,24.443835616438356
34500,2021,41.69505494505494
34540,2021,39.089795918367344
34580,2021,23.920382165605094
34620,2021,37.751381215469614
34700,2021,36.37260273972603
34740,2021,44.72452830188679
34820,2021,37.07575757575758
34900,2021,39.06428571428572
34940,2021,37.170798898071624
34980,2021,47.92054794520548
35220,2021,32.29059829059829
35260,2021,33.35971223021583
35300,2021,45.69041095890411
35380,2021,42.846575342465755
35620,2021,54.81369863013698
35660,2021,43.42
35700,2021,44.11173184357542
35840,2021,40.48219178082192
35980,2021,37.99449035812672
36100,2021,37.772602739726025
36220,2021,30.22063037249284
36260,2021,57.37808219178082
36420,2021,53.31232876712329
36500,2021,17.303951367781156
36540,2021,44.558904109589044
36740,2021,40.8
36830,2021,20.013736263736263
36980,2021,44.33698630136986
37080,2021,36.77685950413223
37100,2021,53.202739726027396
37140,2021,42.24931506849315
37220,2021,25.876712328767123
37260,2021,17.241176470588236
37340,2021,40.3041095890411
37460,2021,39.202739726027396
37620,2021,36.53874538745387
37740,2021,52.66301369863014
37860,2021,42.63835616438356
37900,2021,44.24376731301939
37980,2021,54.61643835616438
38060,2021,133.35616438356163
38180,2021,14.363896848137536
38300,2021,55.33698630136986
38340,2021,39.63835616438356
38420,2021,37.74929577464789
38540,2021,39.16712328767123
38620,2021,44.0819209039548
38660,2021,35.8294930875576
38820,2021,34.37534246575343
38860,2021,37.81369863013698
38900,2021,40.88493150684931
38940,2021,40.06301369863014
39020,2021,18.873972602739727
39140,2021,42.95468277945619
39220,2021,49.07945205479452
39260,2021,28.46027397260274
39300,2021,44.893150684931506
39340,2021,53.394520547945206
39380,2021,24.068181818181817
39420,2021,24.649315068493152
39500,2021,40.32644628099174
39540,2021,48.98095238095238
39580,2021,44.556164383561644
39660,2021,51.156164383561645
39740,2021,45.28219178082192
39780,2021,56.33698630136986
39820,2021,56.93150684931507
39860,2021,40.495370370370374
39900,2021,62.73424657534247
40060,2021,43.5972602739726
40140,2021,108.18904109589042
40180,2021,51.635616438356166
40220,2021,39.21917808219178
40260,2021,28.834710743801654
40340,2021,37.86149584487535
40380,2021,41.0
40420,2021,44.63611111111111
40500,2021,37.317535545023695
40540,2021,51.71506849315068
40580,2021,34.43250688705234
40660,2021,32.12429378531073
40700,2021,26.32054794520548
40740,2021,18.02
40760,2021,11.428571428571429
40860,2021,37.915068493150685
40900,2021,75.47397260273972
41060,2021,39.99723756906077
41100,2021,47.59178082191781
41140,2021,41.28767123287671
41180,2021,57.3013698630137
41260,2021,35.927374301675975
41400,2021,15.278688524590164
41420,2021,33.988980716253444
41500,2021,39.106849315068494
41540,2021,40.99633699633699
41620,2021,64.03287671232877
41700,2021,53.06027397260274
41740,2021,65.65479452054795
41760,2021,35.332417582417584
41860,2021,50.556164383561644
41940,2021,50.413698630136984
41980,2021,40.86187845303867
42020,2021,52.75342465753425
42100,2021,34.6958904109589
42140,2021,46.00824175824176
42200,2021,43.43561643835616
42220,2021,34.49315068493151
42340,2021,41.90909090909091
42380,2021,37.7752808988764
42420,2021,19.515060240963855
42540,2021,40.092696629213485
42660,2021,47.79178082191781
42680,2021,36.236111111111114
42700,2021,33.41899441340782
42940,2021,42.950413223140494
43100,2021,46.04807692307692
43220,2021,18.969529085872576
43260,2021,42.17307692307692
43320,2021,44.893150684931506
43340,2021,43.97534246575343
43420,2021,47.49315068493151
43580,2021,43.5973597359736
43620,2021,40.17765042979943
43700,2021,40.04709141274238
43740,2021,35.807162534435264
43760,2021,41.608333333333334
43780,2021,47.71506849315068
43900,2021,42.23446327683616
44060,2021,50.67123287671233
44100,2021,39.32596685082873
44140,2021,42.04931506849315
44180,2021,34.21643835616438
44220,2021,45.04931506849315
44300,2021,41.35616438356164
44460,2021,16.943502824858758
44700,2021,55.654794520547945
44900,2021,33.755102040816325
45060,2021,39.153424657534245
45220,2021,41.038356164383565
45300,2021,45.88767123287671
45340,2021,23.663430420711975
45460,2021,44.62191780821918
45500,2021,40.148459383753504
45520,2021,21.54858934169279
45780,2021,43.06575342465754
45820,2021,44.38356164383562
45860,2021,39.48076923076923
45900,2021,38.278884462151396
45940,2021,45.41917808219178
46020,2021,60.915068493150685
46060,2021,58.94794520547945
46140,2021,51.28493150684932
46180,2021,35.96694214876033
46220,2021,32.412811387900355
46300,2021,28.373961218836566
46340,2021,35.99722991689751
46380,2021,43.84931506849315
46540,2021,20.829971181556196
46660,2021,37.00837988826816
46700,2021,44.28493150684932
46860,2021,53.915068493150685
47020,2021,32.120879120879124
47180,2021,38.11666666666667
47220,2021,38.38461538461539
47240,2021,37.83898305084746
47260,2021,38.54794520547945
47300,2021,89.73698630136987
47340,2021,36.80939226519337
47380,2021,39.29120879120879
47460,2021,42.75890410958904
47580,2021,40.239554317548745
47900,2021,50.342465753424655
47920,2021,36.11944444444445
47940,2021,42.84109589041096
47980,2021,43.50684931506849
48020,2021,41.74519230769231
48060,2021,33.893982808022926
48140,2021,36.665
48260,2021,49.15890410958904
48300,2021,28.945205479452056
48540,2021,48.1945205479452
48580,2021,43.83257918552036
48620,2021,49.6
48700,2021,39.57344632768361
48900,2021,35.263888888888886
48940,2021,40.77916666666667
49020,2021,39.97790055248619
49100,2021,20.19607843137255
49340,2021,42.054794520547944
49420,2021,47.983561643835614
49620,2021,46.30532212885154
49660,2021,44.83013698630137
49700,2021,57.90384615384615
49740,2021,50.49589041095891
